id,predicted
113802,386834.02428913856
169747,486880.6976953114
45819,381346.4333145943
36170,329764.68570942007
84049,473912.84151482064
104675,305515.52434673085
66165,703205.7674860766
92499,386834.88849125506
107783,552973.9738610745
148441,466382.27683475346
12344,247939.34414261457
93256,518486.11624830146
48139,431028.2555046223
101908,396684.26508122723
134084,451045.7299012829
17216,300868.9403340635
185201,621994.4525819015
185016,636290.3071431951
25318,371918.61849441257
65253,325619.37292163435
57696,263940.22433674766
30939,327155.52551935555
128338,399637.37405765586
104156,458726.38945748605
41455,374867.1144748848
126390,397133.9467933555
165803,477603.5333134551
108253,362392.674734313
15221,165314.11362457107
129322,326148.8726046586
86142,645409.776417287
150957,487394.1230367427
97028,395078.63788240415
3219,347083.9677962462
172533,493814.1982607838
147313,442609.632467841
168865,458111.23920516093
138278,496427.79056736233
82280,338604.6699753434
4380,318622.305589494
4327,664148.11958977
109861,406285.64576484525
45273,440875.1207013978
102888,706088.3328213398
77664,485267.62583011074
58355,280794.51376240246
91308,245621.09188669772
169692,496532.3642578982
154931,460053.61225662683
123897,469500.92564136424
43550,422397.94774936995
94084,378428.67200422805
63629,288714.1794433817
163153,451045.6077696608
165076,647383.8952118397
55701,335541.0943288654
19310,373614.39581836737
18205,372352.5773247248
59608,526255.0018904622
60785,495093.83491134446
51513,375931.71475300146
145397,489892.29970553354
101693,379834.60223315965
164688,494998.76104478654
82863,360878.06383298535
1754,312311.49302435096
5376,401462.72855509206
130074,456063.6514111696
102843,702744.6748717199
29760,325030.5091896486
130642,412084.42886514525
31347,462356.7252037902
24205,288854.6729508868
165100,489519.619143492
81514,425230.8591914659
116369,571908.6738979779
84639,379441.23746632214
97982,472264.8073823099
91083,716938.7792475987
149132,587335.5634859026
41826,422590.0094362965
52033,194690.94910460355
21665,286241.7452349112
62257,267704.86831218225
10102,367703.44835678564
23904,341080.9735873148
179693,839152.1070143859
144227,773252.5009088912
120211,362379.52516003035
173440,397070.0631491222
46749,391903.7124769675
96942,565877.5480314498
183177,563839.2677221461
35398,345048.6926023208
30263,280236.6873740675
48194,365563.1777416392
129424,509213.07577735494
110123,387723.7321827211
60370,503537.8734731155
33837,435274.887132598
108049,505021.9093884384
78656,492592.017483601
7172,305196.754664485
66304,438383.5560584583
78058,421101.82038678427
176324,657584.8619055392
165880,525639.6797868863
93902,352323.9894896752
116039,344439.31810809684
151166,469829.62509838096
40210,302379.5191125958
98367,309082.6442270441
160925,463967.6225110695
104371,514673.89723349444
78415,659652.9054814506
83660,541486.9713368084
121434,530367.8600837884
78336,635710.705224773
52510,451550.78755063534
64261,354267.810911437
97749,483514.8138019201
172084,452321.5106894141
52569,297641.3217046149
57400,405514.279989473
169875,558464.235878513
58398,403909.0213141301
183622,599911.9539876572
48753,538993.6623921003
130190,554150.3888426381
108466,353642.27223178284
157786,553596.700298931
95190,343106.96109426586
87452,474816.2033628122
142203,498590.6347926484
130773,621754.5856907382
168853,458111.23920516093
64684,381287.5208154339
57446,323260.8124960466
153747,413588.02033830195
159666,437956.8588523201
71555,415606.0482383829
134319,699547.5303075498
93943,455984.41013842775
109872,520520.9345896324
177223,679133.6857691699
93784,603842.5479587975
6380,312247.9304130919
132297,391753.89798108663
125110,472572.751743202
36843,375277.50450374547
121955,380456.0756974819
82973,516598.55687529605
103986,412053.52608915616
97824,429132.6773589191
64151,413152.82702489133
165946,459995.51364144986
159307,414711.9185402227
131434,411182.02933809505
8556,459877.80722803494
37868,366453.74711102847
14032,316941.20557330124
21341,400393.6469580058
135288,564242.6445006554
50116,275050.8842031503
97940,484365.63787547883
162134,451437.93147164746
166998,521075.9637613096
137392,497299.9814773049
1460,368623.01444723515
171905,720883.2535308145
175067,601225.3337802457
172514,586310.2081229766
17738,336763.39301106473
67047,318120.0019402249
124014,539334.8453303291
185762,662680.836141286
1311,274634.3624544883
119140,610393.2895675679
142546,503737.0689249728
114400,274611.93952322064
22406,489544.7521722895
92766,609033.9830170172
60485,418412.5018308558
91648,452314.06947310927
132526,766072.3031300886
25180,421716.19954662403
48904,240834.57982140238
146550,450608.4802741758
19407,517079.43626991654
47699,268220.06439108367
2620,305635.7531080289
174106,570298.1509400199
112846,509843.3614433567
83926,439898.58552451764
64285,392147.51658659254
5733,342872.3475355507
87638,495744.00449554424
53604,293446.1667640377
53244,425315.49789545784
82872,360878.06383298535
66096,617546.3905968221
173642,431894.8750642189
145405,401822.853010368
90156,472126.9903358802
180075,632702.642928665
5153,313789.2742221204
134959,506587.353441998
64342,374665.3937958728
51154,428297.5303120962
40845,291901.93126195733
170881,734864.2400028374
106257,683670.2332784501
114464,287184.7447561027
97370,411442.7646265207
172227,528485.817067279
151941,466237.9053571927
107035,453831.95161849994
135274,436640.4264422074
169795,584799.174888297
83718,479999.3986706501
42632,195876.14722263944
68198,402072.191210244
112707,422755.59673775296
36740,382724.0134967678
42954,306320.73563526303
5921,293336.7921853859
40850,291901.93126195733
44668,306628.09652024065
21263,345799.45831884013
162241,586573.6716918454
81902,467112.12299559853
169151,622521.4899130368
154334,494382.7973029604
59218,388197.9866643208
37714,398060.26863572607
106222,557697.3954082623
139069,525205.6939404663
4425,467079.7191645204
140007,455232.17628074734
90024,409837.1042449703
153101,482528.6973910539
37538,233703.3258644698
32399,358523.8658988271
38946,291654.2319320708
151272,502956.0998145151
95430,497754.1168550392
101750,602233.7057423425
16356,322765.3257836953
131496,444078.82974161784
167864,498919.0369948409
17832,330429.6864543212
106738,445330.28273176507
33431,345533.9961991383
164505,521259.25275202765
47565,440054.4939027372
99660,591028.5959892871
20200,277751.55213278614
28507,406542.53849735874
43495,393846.6271391741
23794,392633.2847946788
40297,337222.5388481306
53944,550898.5588984857
11040,667775.5965155973
106585,425287.8591595398
70050,681331.1643131943
75026,451086.9702458248
142562,442829.01119102584
113332,469491.7649211336
104548,659906.9892562162
159065,485382.01984717115
157589,511188.74452135945
26850,268883.1278598776
83917,378851.50396874355
124331,383013.84095987957
58018,158918.1659053418
163913,610152.8368143028
109105,458196.8912182623
97862,469910.2877275506
16478,291057.81990190095
35187,320110.23863285274
25446,411008.3630339469
47828,374378.93818178587
123220,440101.7440168543
16366,322765.3257836953
144449,434525.2824065591
39920,245639.37175312362
160888,490723.9540365479
47978,286990.7786339527
14331,341673.93809109036
60334,279685.8242256325
49737,273625.28946667374
98533,247099.5219975939
38375,277484.0004958932
176978,692727.9790366379
60474,418412.5018308558
163806,558726.5655737164
4654,386659.52997052576
130912,425937.66731727374
115098,488596.5132189774
56214,265445.13572959456
63720,327374.4999617928
143496,557695.4584986657
33941,386136.98074340617
66720,251067.01559525938
29518,149057.81631403486
68026,547162.6792083
161546,572232.075679978
118804,334051.04524166
126852,454620.99523061916
102392,428961.42668431066
49738,270362.49641145545
49424,379035.6688651244
18184,330072.75149068824
5408,404377.0636784613
157571,511563.2726355565
111705,551642.9574681495
179891,670644.9754174312
76587,289372.19846840785
2629,302046.68074728874
119008,385277.59399963636
128414,317443.02950283146
162481,412102.3469855412
39075,441825.6852891014
113444,614346.9529319565
58984,577623.5315558754
134087,447456.6575405427
27723,306169.48425695515
61426,803181.2192030494
26496,283475.35842371674
8183,420025.0640604687
96508,393219.1636745522
56072,387377.580053486
77192,377056.0526287686
84054,552909.96534325
55624,356015.6126077702
163711,434480.42449171713
29219,456401.25833571254
81813,489238.4473386917
181000,677979.6979358388
143894,464825.85750168446
141800,507972.878844592
30009,295959.3891923472
45917,280606.62995913526
14425,353723.7168609845
23268,325562.535037036
1284,189276.00515561432
69986,698194.5251390415
134779,405615.1612387514
78114,403986.30585989484
128833,421173.83870499104
129335,465441.73440167314
56632,344317.95056630694
46967,270976.04000125447
146611,374201.79349823645
37748,345529.30044671136
156600,493850.6618620254
105167,348741.7086677417
35572,275564.297667913
154900,538554.0876959991
68778,390234.5910521823
40761,638847.1356753238
76922,377028.14029246615
57737,251080.3192713539
63946,493155.9108425003
111235,361182.90380136867
114882,499315.914201214
12676,264613.7348040221
138376,478254.97385154717
90637,434504.47262729227
184522,569169.0680201461
92974,349626.0986891824
8857,285854.6223513237
27895,294518.7991739573
156181,528709.0168658725
41834,532144.9155875944
157391,534752.4621347727
143702,418745.83086359664
185912,936426.2579379776
11229,275597.7533918026
41300,324586.99955302867
72247,391929.5419549563
83180,456416.82234937156
148335,492870.90481761703
7890,411564.30833095417
135138,484425.2797406194
27131,316019.52042993635
166558,592244.1658767984
131032,417933.0464865688
74357,406138.3605093559
156049,338544.957688973
69414,756072.9723930242
97276,392526.0719935708
82842,360878.06383298535
148527,489051.5236665301
144752,521825.1168163941
18175,330072.75149068824
11905,271073.5114205816
171029,501263.12264518475
59320,456267.6200444316
84110,382848.916789706
78965,743962.9943930493
85951,542989.4527590406
163141,488506.66301982536
109999,430622.6500646827
147801,411221.8565954
139213,455940.93727854936
126460,605831.0622052678
28015,384449.5533782037
181431,593697.2486023088
52696,691360.7604475049
50605,319534.6651400251
165242,520705.5546575653
48813,246984.42311073895
110483,594738.5442609965
89306,344214.3029052155
133442,359052.82905420987
65829,480077.23232707387
87579,342163.6061327452
91465,458115.04281966505
73701,485451.4122051586
15530,386410.5294190084
18230,467877.47333858395
97193,497131.69393180165
166625,575101.9760675317
33195,422984.97688625543
136148,496331.023328411
165033,637801.8837640513
21315,347089.20909200294
91814,309822.4298268193
16891,437698.75601369527
107918,672556.2589208786
79471,465929.091572464
21862,454594.0671965335
67991,451929.6108617303
165486,510849.17091537983
63600,437220.5279980659
110049,344082.45151410054
112307,400123.5077766505
10157,362796.2039495131
74635,478128.7150243378
25784,505532.8579570631
107059,475268.49210980086
30356,385213.83399379585
87516,656430.202649269
10936,505411.3556372541
88543,514568.9275876332
139877,412054.2137935439
42424,480232.08673061576
52670,600876.7640660456
166867,489847.25707788236
101107,495351.6544475308
76199,485488.85391967325
80888,370576.2415077304
9911,256760.00992538163
156640,431286.51398986834
102356,520585.0786677515
48860,360128.401622777
102849,702744.6748717199
138105,448529.00670496665
117983,439489.48749433196
93922,377121.21670933435
46238,445499.1023245465
59022,633018.4128651464
106646,465164.2444841695
120040,541018.010201617
126172,352165.70607388846
168000,613690.5740735786
80749,432312.75776771357
131491,506341.40421174676
112112,505977.0263291736
47501,286366.88926035026
13728,262188.1690053812
101768,354310.3912071152
6316,330380.03414848325
126098,772637.8267736151
165,338280.6776247691
19524,440829.8787518629
150677,456580.73438262095
59379,429061.8892253787
74454,337891.70404475083
175450,671328.3633023709
89244,753500.9123971842
116506,397747.6528260626
147339,511028.4868133449
74001,752580.5804011165
90922,387461.02885645843
1820,467077.646072121
110186,285678.53720747423
62682,393886.170436118
89581,467974.10547679267
137848,501364.41427638626
161798,423744.9497774321
170742,462189.6251242975
82918,436243.206961437
37679,350057.749643598
154926,453201.7468406684
149598,265468.4371939776
44725,293263.45058616844
90766,555330.2059366796
148899,465061.94208430726
126592,377411.22688373574
157908,418594.25803486456
113713,384594.7380413937
148870,655455.6833235158
165510,496339.4437692222
101470,414689.5731299219
51743,334452.54336542636
27173,145776.23416250176
27812,352557.55198051233
95488,382290.5849984378
173154,658056.8215498464
121352,421480.80384481
143803,397015.16206236527
63373,324479.38324330514
1386,335969.32130938163
163514,505483.9016847775
35643,265700.14897027495
120579,561160.9863351944
128369,413708.23319814174
141816,466678.08807989024
161838,518578.4778414212
71069,401601.7109518169
77131,460800.3382127152
17667,360201.60427357035
52148,411307.71342697553
72854,654616.0928450521
102035,490919.5577591682
111359,441487.86077173345
17719,360201.60427357035
123306,338026.79634690925
161864,653594.5562856059
180849,607979.2880920209
160993,457048.893679724
162321,342198.9913336705
46481,315935.32844290184
79814,385563.96289446653
137789,613243.4982538199
54212,286621.50568844285
33512,335861.05678412947
57246,708501.7634649996
183567,582337.906681445
126709,398319.7890412518
38938,291654.2319320708
31497,415447.38307697134
43094,384839.7878222461
40278,337222.5388481306
174057,679297.3831533778
88538,514568.9275876332
78488,706129.9944361428
170729,592753.0969576443
173992,557670.151921588
60975,296603.9373700558
54718,253880.08079048374
178130,664657.7889535212
133730,397405.3089970653
70033,663712.0818150154
43395,609487.7577409286
142569,467869.3105628194
25880,204548.9001371277
139537,425833.0846226625
3465,522032.4301761107
40735,546911.3120222046
162957,461549.3760795791
83356,455987.57325749076
32897,290720.8924068514
49245,325974.85809732915
60337,279685.8242256325
139769,627625.1378387152
52326,319693.39191781747
162813,783299.564582421
180789,529432.5471331587
49386,422679.7030693321
33541,381800.9778420105
159352,500810.688093412
42027,480315.58072767546
155370,435824.8076203428
143725,524337.1223762076
131769,413677.2185224707
139885,412054.2137935439
93808,514538.0936541604
10639,289284.19300713326
168611,583892.7224482826
167653,626784.3532672625
123170,378885.25140194903
139150,294408.2387496773
62622,482692.74984565214
168689,871209.6754256242
18566,286179.3118180416
67121,226302.39083826737
119193,423810.1970881644
75320,463921.3010999015
185227,737100.6585008285
59316,456267.6200444316
42962,306320.73563526303
51540,261274.04921548907
37927,363621.081160096
85155,323668.29614009557
148730,476498.04521646415
182768,664399.7124798987
21816,326008.4866233634
119821,450715.95125317824
53803,422057.5882391202
75672,463726.4412075883
164062,578855.7418504517
9801,702084.5308139955
90516,519852.8340910588
126543,393278.054400557
20563,241344.75263985063
173167,485342.62899218
165546,666377.1566444642
140696,438344.1559622654
60885,473301.32260116487
71010,308704.4916922822
65245,409550.7440874289
7762,312510.33579198807
162332,499836.20651652355
132065,491413.01237425
163315,533159.1689067495
94896,396068.93133156456
13990,430044.5889126961
86695,459086.96757288586
136032,706416.6068809382
181973,574393.8265933115
70720,888514.1002469328
176320,664436.7273214976
123988,648250.0574748069
75446,458025.86617488426
165520,496339.4437692222
95499,457698.63646612706
73362,386507.14425817516
115013,333155.31735489
170250,572812.5615870471
117752,566626.6947139913
120534,614773.5743995842
43110,381221.8990503529
173316,559154.7039703196
163348,788723.9676645959
167196,511210.6481544967
8539,559322.7896650695
57416,512740.46759186336
147688,421125.5202559192
48843,246984.42311073895
123483,434336.0704217485
91781,354769.7852886482
57502,140207.4115596495
41380,450994.788611856
71368,412940.6144003589
90332,398164.5869086121
56200,475140.86951508484
59273,555720.521505825
59528,735417.6510920584
142978,453217.920328891
62463,430523.9534723083
151089,323147.52569221746
159388,435051.24901525775
15000,351578.8299773232
124030,437175.1951515052
146762,373143.88165714935
32542,268380.5979200279
44504,333328.26634737523
154438,521936.0786536095
92711,421093.48941442126
26861,360818.95151299663
154130,534942.2379171522
108177,496975.59977207927
85561,370471.608974704
29523,221162.8005488607
162190,586141.577082668
137744,381035.3722106332
141614,410979.4231815816
154095,485306.9759911147
177433,715334.740904582
16212,314739.11717895285
138324,503409.7649588396
179772,645737.7596712773
80229,498496.0882266093
146601,479440.1052069261
90354,417993.2283926455
16620,329276.0632341606
144520,425412.0201915667
43671,321698.3372055515
151379,418932.82847344846
43516,319694.9070140305
114780,402924.0479695483
48679,452551.70039888186
23310,326179.64202531526
82078,795993.5302497414
161637,453104.9336164204
97266,418697.01836795325
25975,366051.2194875232
183280,698625.4957623373
143522,406418.8383641016
82873,360878.06383298535
111022,489355.8263462578
170004,412550.10199873074
149233,520074.2518553899
11335,228194.54437621855
178323,721492.7802135986
117545,487241.10577911953
104197,464005.8630896854
114280,473288.4736450941
30527,292382.311024243
42651,352517.52210138453
123646,428879.53720397386
72689,494758.339497577
78646,492592.017483601
50032,436020.6865264102
167436,584818.8960831128
25911,201408.12747944382
140037,455819.75305367226
117935,538777.4982461148
122922,338170.7001976371
28738,360699.4567466892
129413,423151.4822503426
65411,469991.0547447124
20519,272993.8452754682
148799,544787.5543685366
96848,327530.19099941046
167854,498919.0369948409
90027,417015.24896645057
124583,404418.401888156
123841,396997.2741441548
143815,496964.43076898734
100928,311547.0084660703
64554,464935.2907111367
27802,352557.55198051233
55996,287027.83754650794
168480,468257.68489179714
18511,343607.161187912
7174,305196.754664485
107447,370920.3638424014
109945,389248.80013742787
109304,544452.2150465976
33225,160394.9587519823
31504,264062.42541780905
85162,323668.29614009557
164868,455412.9055416321
102092,440233.8604450963
5618,315657.6094517524
45425,377911.14388645004
127376,440513.39234357275
156938,497205.5270291836
127635,457169.7278541092
111774,606095.6207280385
141311,693001.3765898456
68733,388861.5251023858
171431,733311.234145118
57288,266918.4758010072
147560,604305.7810445997
83283,449924.64849474543
180470,575401.99132051
85424,441019.5201944124
30049,280353.05679884076
138841,466382.0155261485
138637,430981.9292661434
178178,759085.7454878198
69976,698194.5251390415
139744,564261.6966077876
58256,157625.86901144515
104665,489597.71661792794
169191,593112.0978895562
55984,462625.68465090764
40354,420394.55295025965
59813,172752.49552766402
142178,354993.8147876443
104367,514673.89723349444
135075,379862.0865633482
16278,319410.47749189223
49191,462197.3941152784
95010,463201.0763978015
179668,618497.5696974057
111338,373469.30814597604
76006,382396.85159564466
106534,443620.29082461726
78933,690611.5295704983
76196,579196.6832343085
110996,412515.9446480688
145016,478386.37569252134
133526,494557.2182702416
67069,550838.1507212844
77499,335456.1692091826
51668,670128.1583492602
64752,497713.3609994459
148430,459530.411418795
63329,322568.11095201684
173406,539177.9591445631
79182,364959.8989211352
139963,465313.7252636173
119727,361265.22815507045
14184,307390.70821469126
63325,678857.7573545561
69906,719095.062738474
150715,359977.4533255185
10423,367074.69244351296
13226,48288.41088406235
166355,485613.026538293
162216,567618.6381917218
43071,371194.21708496404
103161,452009.17669076007
168506,593872.1309639439
30707,443669.2911510779
54877,449143.4197593699
77637,342921.41746516956
54304,289672.1324866114
71775,507780.6147505258
116543,319702.83346040687
18877,439077.50548790046
98865,464335.3722334816
169535,495527.1222977125
155674,370261.4963649077
46410,372614.5130369541
25354,398044.1117351202
149242,386258.87511822855
156019,533219.7832278521
2372,282706.5663807057
167793,481532.5838215749
13539,444052.7031162321
96889,567319.4898921769
12180,233441.3069342469
30975,442616.6171061794
142091,722525.0083971962
141417,552906.4879192244
88385,449053.8895946745
118140,476987.8563391155
130703,424625.21286099683
78738,424021.7508098291
31269,344012.99007584073
109042,466521.87750711275
48367,419439.6145410548
169027,507846.3976404723
94564,439374.0667556805
69161,547210.1080901192
109455,623742.6241813359
102048,490919.5577591682
142061,634170.3752588935
80360,348470.8203019224
108330,402122.56701967283
45894,283471.5431513968
184619,766745.842558776
44807,355366.1211996829
86934,374740.86633707094
99343,401915.05547950155
168916,513214.95600953273
89276,663581.9326407881
51815,336163.8303483588
125813,403493.7858867848
107171,376546.99564307596
154642,421899.30860489275
10072,366087.1432551086
68097,354997.9310843926
160821,517612.1136957799
19655,358056.83579629473
142752,470192.0424502155
36940,272645.3313966869
111126,347869.50603522325
596,304428.11316250573
71019,308704.4916922822
4479,309524.39159365563
55848,469974.96676254034
85188,469226.39829497837
125357,388126.64793090394
14647,254636.81194643403
162730,460134.4112447912
150653,456580.73438262095
120056,429992.0234732492
169156,622521.4899130368
67935,748048.5243272327
174388,654618.0759103441
182913,624493.2077387563
54148,272629.0967533955
131866,578931.6928178875
149984,463641.70469660446
159985,499959.7761229516
95496,461287.7088268672
112843,427257.16525418725
49524,412945.76209751714
27369,234690.99948259743
30825,427129.1650980474
169753,667772.456052917
92534,368273.02980004204
129225,390403.80473674403
13062,294595.2450524424
130722,559101.885319424
134157,430500.20952798333
165859,525639.6797868863
66301,438383.5560584583
83618,467951.10640220833
107691,435159.35762738355
105232,400153.3085136892
48298,535883.0079701936
40648,340594.4223765
71976,472054.04401517776
72896,635394.500828296
74551,382683.0835509574
44973,333408.0949788068
29347,391529.82073167874
141919,485307.2317300615
106300,347516.3619003512
131980,462081.31014868
133141,424146.49801267026
3973,293993.78573922085
40519,342216.2921579918
180446,642007.7248574598
175025,583757.8751204554
75064,412228.96917583304
18793,405712.7212161031
149491,458315.93187120365
154754,508970.4066544806
132371,430504.2470351266
134999,458544.7958103979
165322,484131.32298601937
108805,488027.7973109282
140691,438344.1559622654
156367,528692.672544711
85858,574069.1321978763
152700,464925.85434990627
185104,557799.6754103036
70218,427751.79126274236
10393,360866.85741549847
165123,555523.0809735188
55106,431243.1608362548
88369,425185.6949700426
41779,558331.0266658448
130816,410098.3698705529
31211,315173.5502258627
166757,734146.6958770552
108437,376149.5987803795
185814,716900.3014753568
73304,384526.83789721766
148656,506378.1554467861
84559,334862.2082246795
151222,428011.70019507105
2069,223854.29784131807
182640,654990.5225981477
157520,499570.8674164556
153201,494053.5243503746
51319,442028.39643627976
167197,527843.6365732937
56328,746470.0968260888
7586,329497.96881485346
4962,655213.7142229702
17286,299791.40683934477
17996,317391.417391169
136652,440471.1666004196
107533,391427.5520242853
35676,256155.9252385758
63528,437308.1627767133
88024,383569.59972517437
92245,461012.01640393405
121431,463806.8817573349
117675,444875.2370233977
134315,610435.7480079436
80382,351801.01526754285
5676,329900.7776479526
85834,404543.75411199866
7544,317503.88281967386
76545,351320.08967461664
182269,684875.8284729085
115301,383277.18490062514
184499,689483.1499696001
89274,867409.9219164493
96978,484266.40568361024
22476,361673.8138144404
43684,321698.3372055515
103852,532838.7203419534
6660,328594.141163913
149136,587335.5634859026
55623,356015.6126077702
154963,422599.22222921345
118607,368369.75988535566
66046,454877.7364772793
50815,396913.6403269102
88378,504182.818798472
47559,432876.3491812569
96116,423923.0955492191
31651,363111.3829673066
141186,602873.4592779959
142321,672181.4496297344
47123,257145.90433630778
176333,612372.5521310368
3011,313808.1999313576
68006,547780.7861811114
183387,525842.8476595631
36465,308837.3283647867
39670,336688.6737287146
173044,512491.79987284925
7197,300963.678165771
35841,240693.00723768884
185880,683823.8546512233
64929,688732.0391099543
99553,521807.69385541347
59246,222039.04641933864
122401,380934.2554252583
5750,311549.534205455
54602,329149.0472811418
57503,171856.50419526704
139988,451857.1347776123
61441,792740.2814263508
3816,362194.64862396556
157223,458298.0146380629
45836,381346.4333145943
155755,418799.2380751261
1314,274634.3624544883
172283,643485.2740205477
183939,699633.7868017327
102449,426345.6455711471
130038,382066.32688743697
69337,719186.4023054529
59437,310257.6557889996
100231,433394.03158314247
184320,577626.6090136408
121624,479118.28859940794
175778,525481.375529641
49838,314397.87093074375
112596,442290.3416927465
92825,630329.502919288
3175,614620.0781083845
20599,230807.2120480493
90059,463873.21304268535
8718,239458.85787325425
56904,750325.3951390667
140415,471807.3301452329
45486,366057.5160975059
72264,445237.30194273486
102129,426493.07660707855
5083,429402.9323569374
23403,393012.8041645086
57581,651360.8813265315
165475,496230.0848858122
88985,502924.36148894014
30967,446205.6894669195
19270,430091.9887961497
39924,245639.37175312362
52520,525867.5287055756
151658,417412.00919154787
145774,552006.757221478
52004,338974.95118849847
109232,377428.5400437044
32071,190160.96219109013
421,207645.45561308783
150070,547355.1578621004
157555,511563.2726355565
141514,334234.59120003984
137558,598261.8151602122
155571,429208.10290760646
162016,532892.7843904884
47743,347059.7920054857
42863,329655.3685665494
60316,339211.6038053951
119376,555384.1035107566
96534,393219.1636745522
97787,549429.4655556123
46854,178633.8228039833
131197,372625.7018285458
45750,313441.07264964277
75580,594691.6502367904
122938,534761.3971124372
24952,241519.06514509316
8713,239458.85787325425
29044,344115.7278295164
33794,405215.9201399358
155354,524536.9163881898
174630,644552.4072836994
357,202440.76029719866
52446,421608.3358834153
173530,456243.6624783327
9167,280072.15837091685
2712,286668.8074692717
34228,399615.0022626792
14795,296992.6568084424
101108,495351.6544475308
182805,618189.56121733
101314,474068.70308009407
71207,380835.54440851515
24463,312278.1633350561
161441,437879.58992483455
62066,282363.167323006
140608,478153.34659444843
9901,256760.00992538163
167009,480622.4219243382
70131,270614.56302611704
111696,593121.7867192042
69883,714373.238251743
68434,417228.3522574734
10786,351174.4865482372
104011,552549.8969358641
108425,376149.5987803795
120804,420851.00329988735
26582,352847.59461913013
20975,479303.84457217855
134633,548081.9885873585
97941,484365.63787547883
107642,450798.193631537
161902,504975.249090456
100312,761705.8938645553
95448,396299.4967466268
21815,326008.4866233634
149382,631006.3012222562
74108,760790.2670843415
123994,648250.0574748069
146443,498993.5204979379
108700,408199.1044118423
22001,461087.0293368304
74783,382218.01868223445
119865,433921.5352014877
141913,406636.387207154
74995,509188.4296170809
135235,357304.58842237067
48589,335120.1478938932
914,334428.6146477194
119943,410440.7359637583
99440,335754.4403474394
144341,633983.2159416891
97930,525657.121864388
90951,413222.4558073037
131041,387974.06391709944
84731,436099.13687623147
135546,760625.3433760664
127448,466786.319048702
61300,274409.3941552378
63131,382744.9095365774
25238,318853.3902784593
180340,605712.9814906727
99506,338651.86829872185
183854,619508.7905521989
94910,441290.2075807162
44500,234214.2979727759
63085,365576.6065079976
164640,691014.5095524173
16313,371992.1209018676
132985,414627.9452657701
101842,398481.14126410463
5938,481833.39817424637
44937,320350.3243594487
170855,562559.1761999966
